CFE-20251202-4350;dpto_compras;CREACION;Solicitud creada. Estado inicial: RECIBIDA.;2025-12-02 22:43:34
CFE-20251202-4350;dpto_ti;CAMBIO_ESTADO;Estado cambiado de RECIBIDA a COMPLETADA;2025-12-02 23:01:31
